State,County,Higher Education,HPI,Income,Unemployment,Poor physical health days,Poor mental health days,Violent crime,Severe housing problems,Income inequality,Access to exercise opportunities
IA,Fayette,50.03683512597613,2.2,19954,4.4,3.0,3.0,188.6837517,0.0959625512,3.896065604,0.6441570881
IA,Floyd,53.947489636112394,-0.3,15921,3.6,3.1,3.0,110.60360895,0.0867678959,4.3643739725,0.5865178188
IA,Franklin,55.15765444428593,12.64,10184,3.4,3.3,3.0,0.0,0.0892018779,4.1851886137,0.697659176
IA,Fremont,58.091024020227565,-6.71,6840,3.3,3.0,2.9,0.0,0.0867430442,4.1189172616,0.4588092998
IA,Greene,56.04572532603446,10.76,8983,3.1,3.1,3.0,42.767026622,0.1442542787,4.5743768694,0.4229862896
IA,Grundy,62.30098779779199,2.68,12366,3.4,2.6,2.7,56.032872619,0.0681818182,3.518370495,0.7471292058
IA,Guthrie,58.932346723044404,-1.21,10589,3.6,2.9,2.9,50.104764508,0.1037735849,3.7172352249,0.1763739273
IA,Hamilton,60.47717842323651,4.2,15285,3.7,3.0,2.9,280.69578531,0.1229571984,3.9699632992,0.7093090027
IA,Hancock,55.28191834089436,2.64,11048,2.7,2.8,2.8,91.130012151,0.0940803383,3.3237939195,0.5949210828
IA,Hardin,56.58397722651485,0.04,17354,3.9,2.9,2.8,119.64902951,0.0711267606,4.0454962232,0.74124558
IA,Harrison,53.320851399290504,4.8,14433,3.4,2.9,2.9,78.090138331,0.1159299416,3.9538559864,0.4890139335
IA,Henry,55.67386022581106,3.85,20285,3.5,3.0,3.0,248.91892874,0.1372937294,4.1761663041,0.7109952842
IA,Howard,50.97824385662858,0.39,9454,3.6,3.0,3.0,72.957198444,0.1170610212,3.9202599211,0.7084465816
IA,Humboldt,55.45468075606489,0.42,9609,2.9,3.1,3.1,20.324514752,0.0796252927,4.0361766431,0.6163015792
IA,Ida,52.89484887186036,2.64,7071,2.5,3.0,3.0,60.952738185,0.0583596215,4.0560965382,0.6363379884
IA,Iowa,57.96425796425795,2.27,16537,3.1,2.7,2.8,140.3037882,0.0900967982,3.6015503876,0.5654539896
IA,Jackson,51.52396886593439,2.09,19556,4.1,3.1,2.9,0.0,0.1033868093,4.1879548674,0.6595122934
IA,Jasper,54.30875315573307,1.52,37129,3.5,3.0,2.9,143.80550983,0.1306108674,3.8692865223,0.757695022
IA,Jefferson,67.85216178521618,-1.0,16373,3.6,3.1,2.9,110.55395428,0.1468224982,4.6616923493,0.6204951612
IA,Johnson,80.85963510454121,3.49,146779,2.6,3.1,3.1,235.85679906,0.1897775674,5.2649207112,0.8967848902
IA,Jones,56.1800800054241,2.87,20410,4.2,2.8,2.7,31.413106515,0.0715166461,3.7331210933,0.5712762865
IA,Keokuk,50.156427758816854,-4.18,10120,4.3,3.1,2.9,113.57183419,0.1156462585,4.0482479653,0.2328037294
IA,Kossuth,58.55589469668066,-1.38,15176,2.6,2.7,2.7,113.67779851,0.0814814815,3.8415878547,0.5755645628
IA,Lee,56.123256298147,2.66,34474,6.0,3.2,3.1,523.81792683,0.1181434599,3.9888502094,0.7329485249
IA,Linn,68.95263457262527,1.57,223811,3.6,3.0,2.9,211.66823081,0.1039052011,4.1349011797,0.8746035053
IA,Louisa,47.23393045310853,1.64,11095,3.9,3.0,2.9,105.11869653,0.1473317865,3.6177672956,0.467199438
IA,Lucas,49.71031286210891,14.7,8627,3.1,3.2,3.1,254.45292621,0.1454046639,4.123774838,0.6060912565
IA,Lyon,53.25013000520022,1.97,11902,2.0,2.7,2.7,238.54961832,0.0798650169,3.661761234,0.3628356791
IA,Madison,62.8376559274881,2.18,15867,3.5,2.8,2.8,57.1029757,0.0859049208,4.0497696578,0.5209515913
IA,Mahaska,52.385496183206115,1.37,22198,3.7,3.0,3.1,240.64707324,0.1179775281,4.5070489972,0.65957732
IA,Marion,60.51692196466495,1.03,33296,3.0,2.7,2.8,214.97010892,0.0963050314,3.7788286506,0.7152121048
IA,Marshall,50.72321832153081,2.38,40485,4.9,3.1,3.0,353.85819581,0.1300813008,3.4768225119,0.7086203503
IA,Mills,63.84464110127827,3.2,14821,3.6,2.8,2.8,291.73204853,0.0865561694,3.9415367862,0.5297164486
IA,Mitchell,57.93650793650794,-1.72,10614,2.6,2.9,2.8,66.209818916,0.0754504505,3.812002101,0.6683370453
IA,Monona,53.00256904303147,5.26,8871,4.0,3.1,3.0,15.931177314,0.0811808118,4.1721092627,0.3892675538
IA,Monroe,53.03675048355899,-0.75,7722,4.6,3.2,3.0,141.26054261,0.1318518519,4.3865546218,0.6781681305
IA,Montgomery,57.46130910123527,-5.12,10386,3.5,3.4,3.2,197.39897817,0.1268980477,4.8581323288,0.7672253259
IA,Muscatine,54.683526665969964,3.21,43401,3.8,3.2,3.0,430.47515443,0.1169891173,4.1095142408,0.6588606855
IA,O'Brien,55.045492142266326,1.14,14219,2.7,2.8,2.8,81.138724036,0.0993485342,4.2142289534,0.7442005834
IA,Osceola,50.831024930747915,-16.3,6215,2.6,2.7,2.8,10.341261634,0.0825515947,3.4662385833,0.3200247601
IA,Page,53.25941160690334,0.56,15415,5.0,3.2,2.9,122.07719035,0.0963194988,4.3802648663,0.7704619633
IA,Palo Alto,64.03892944038928,-3.49,9107,3.1,3.1,3.0,169.33008784,0.1100123609,4.5071611253,0.5645897463
IA,Plymouth,59.11137094416837,5.79,25497,2.5,2.8,2.8,81.229359753,0.0622469636,3.5577747606,0.7469382854
IA,Pocahontas,53.010839020473696,4.51,7140,2.8,3.1,3.0,123.47937437,0.0827067669,4.5795293605,0.6674418605
IA,Polk,67.58098135142873,4.8,473881,3.4,3.0,2.8,330.0233757,0.135348226,4.1634849792,0.9166960803
IA,Pottawattamie,57.455890722822986,3.2,93825,3.4,3.0,3.1,789.85339437,0.1475185084,4.1549715287,0.8293651646
IA,Poweshiek,55.66209290791866,3.25,18463,3.4,2.8,2.9,142.59559186,0.1152832675,4.1327679873,0.5995558845
IA,Ringgold,53.642791269597296,5.41,4893,3.5,3.2,3.1,0.0,0.141809291,4.0585002748,0.4305203664
IA,Sac,57.28029867892015,9.77,9925,3.0,2.7,2.8,82.400271436,0.0904977376,4.0211473566,0.7344927536
IA,Scott,66.06239531696752,3.35,173195,4.5,3.1,3.0,492.62170182,0.1223193604,4.3935266919,0.8821055053
IA,Shelby,58.55909853752098,3.09,11833,2.9,3.0,2.9,14.210601108,0.0989226249,4.2551446251,0.6043396071
IA,Sioux,62.71082345159919,6.76,35468,2.3,2.7,2.7,111.02254612,0.0896880416,3.4498572385,0.6809874199
IA,Story,80.03675274209913,4.23,97275,2.3,3.2,3.0,241.13012123,0.1744302709,5.4641373278,0.9028612271
IA,Tama,49.6137339055794,2.47,17387,4.1,3.1,3.0,272.64397613,0.1053391053,3.9156547692,0.5361062644
IA,Taylor,52.176039119804415,4.29,6076,2.9,3.2,3.1,10.528532323,0.1334552102,3.8718518145,0.2591419978
IA,Union,58.09133630557899,-1.72,12334,3.8,3.1,3.0,183.01901806,0.1607476636,4.0691008445,0.8244774214
IA,Van Buren,49.61409063922422,-3.39,7330,3.6,3.1,3.0,167.26088296,0.1381578947,3.4945335735,0.3282694848
IA,Wapello,51.415369244858894,-0.78,35501,5.7,3.6,3.4,264.49834104,0.1321207962,4.6657079127,0.7381894737
IA,Warren,66.26432078559739,4.57,49564,3.2,2.8,2.7,203.4311092,0.0854329568,3.5042518602,0.6994267171
IA,Washington,55.05507474429583,2.04,22472,2.9,2.8,2.8,336.07283615,0.1098039216,3.5602001766,0.6702911906
IA,Wayne,47.21521888608755,-1.35,6497,3.7,3.1,3.0,46.941010796,0.1188679245,4.5561800732,0.3738872404
IA,Webster,56.60580879709161,2.89,37461,4.0,3.0,3.2,371.82871324,0.1192283365,4.6787964004,0.7062320785
IA,Winnebago,61.33407140880155,7.6,10836,3.4,2.9,2.9,107.29613734,0.0829741379,4.0478741053,0.626725566
IA,Winneshiek,62.00635497049478,3.22,20546,3.5,2.7,2.8,23.686205154,0.0807259074,3.6769025367,0.6699278116
IA,Woodbury,55.15351856815271,5.39,104317,3.5,3.5,3.1,330.74928684,0.1409214092,4.175553492,0.9159456603
IA,Worth,57.313655893891266,-2.01,7514,3.4,2.9,3.0,65.763514402,0.0936037441,4.0200902009,0.3227165043
IA,Wright,55.95651686652471,1.75,13141,4.1,3.1,2.9,139.59843175,0.0893345488,4.5168499105,0.7971124046
KS,Allen,56.47511364960951,3.68,12756,5.6,3.4,3.3,294.38869547,0.0914798206,4.2400393792,0.5259142921
KS,Anderson,47.901092581943644,9.7,7770,4.3,3.3,3.1,292.53402298,0.1234756098,4.3154056518,0.5191310787
KS,Atchison,51.51932343396598,0.0,16559,6.2,3.3,3.2,247.86560176,0.0898598516,4.5012358947,0.6512644765
KS,Barber,56.90721649484536,13.34,4568,3.7,3.0,3.0,221.22145848,0.0733333333,4.2560470891,0.5200576013
KS,Barton,57.88929719797887,1.21,26756,4.5,3.5,3.1,410.74400948,0.0932802829,4.1923952066,0.6283153863
KS,Bourbon,58.572332349219735,-3.45,14559,4.8,3.5,3.3,329.64135021,0.1219512195,5.0383231967,0.4393330258
KS,Brown,55.49339549339549,20.81,9635,3.6,3.5,3.3,176.5786128,0.1044417767,4.6674508385,0.4376001603
KS,Butler,67.1144582400434,2.75,66984,4.2,2.8,2.9,213.02757214,0.103192585,3.9486865539,0.6838797814
KS,Cherokee,56.292276815580166,1.85,20028,4.4,3.5,3.3,279.76029629,0.1138461538,4.0101991519,0.2542239504
KS,Cheyenne,58.611691022964514,9.68,2677,2.8,2.9,2.8,134.12998415,0.0801526718,3.8150397686,0.5601614087
KS,Clay,58.08393837435806,-1.54,8161,4.1,2.8,2.8,155.39411833,0.0773638968,3.7379857919,0.5537199766
KS,Cloud,63.289036544850504,6.63,9310,4.1,3.4,3.2,367.90469516,0.1053952321,3.8405377899,0.5858596454
KS,Coffey,61.306789178152115,6.1,8480,6.2,2.9,2.8,138.50963631,0.0743919886,4.2847781627,0.4848273457
KS,Cowley,61.93328378437459,7.19,35587,4.4,3.5,3.2,378.73936511,0.1337463557,4.3813227568,0.4979207403
KS,Crawford,64.16872814126077,0.31,39213,4.8,3.7,3.3,331.56216791,0.1618175874,4.6983657108,0.7279092349
KS,Dickinson,61.78530203924588,1.28,19030,4.4,3.0,2.9,164.47937948,0.0959692898,3.9276893643,0.6266072694
KS,Doniphan,56.83148335015136,-1.48,7697,3.9,3.0,3.0,238.23455655,0.0748407643,4.1785945746,0.2658275645
KS,Douglas,77.57232884560298,4.5,117670,3.5,3.0,3.1,387.3008295,0.2171810226,5.0239847779,0.9130799632
KS,Ellis,66.56927744690415,0.24,29112,3.1,3.1,3.0,333.8839075,0.1269165247,4.6466489362,0.6988963869
KS,Ellsworth,57.17066839714471,-1.42,6503,3.8,3.1,2.8,209.87459993,0.0536398467,3.8842293738,0.532399569
KS,Finney,47.81515939856254,6.88,38304,3.1,3.5,3.2,383.58335284,0.1541598695,3.4727969349,0.7606591255
KS,Ford,50.99199611933058,3.67,35154,3.2,3.7,3.2,410.10754364,0.1647005445,3.5324100398,0.8314819192
KS,Franklin,55.26618374152005,5.51,25747,4.2,3.3,3.1,276.17245435,0.1364985163,3.8005496663,0.5389735303
KS,Geary,69.03225806451613,0.06,38365,5.6,3.2,3.1,498.8271339,0.1342364532,3.0563151881,0.9462196613
KS,Grant,55.36080127475529,-1.14,7826,3.6,3.4,3.0,236.15738203,0.1010638298,3.4423209842,0.777621663
KS,Gray,54.68527485046995,3.08,5843,2.3,3.0,2.8,71.452127075,0.0995145631,3.2078412698,0.2530802531
KS,Harper,50.89261923794298,4.59,5752,3.6,3.2,3.0,167.82196279,0.1194029851,4.8985636277,0.4161418628
KS,Harvey,68.48447260000884,-0.91,34568,4.2,3.2,3.0,359.65326725,0.1264672473,4.2455349007,0.7370545496
KS,Haskell,49.14902449149024,4.94,3922,2.6,3.2,3.0,232.18017181,0.0701754386,3.2466008444,0.4520676692
KS,Jackson,54.19718309859155,2.75,13313,3.5,2.9,2.9,203.84163073,0.1086350975,3.6713405895,0.324320309
KS,Jefferson,55.64646854496333,1.64,18397,3.9,2.8,2.7,200.31004511,0.0972501677,3.7284841122,0.2270730942
KS,Johnson,82.49936642233313,6.23,588670,3.2,2.3,2.5,164.67764639,0.1172963153,4.0019960657,0.9858925096
KS,Kearny,42.03577512776831,3.58,4039,3.1,3.1,2.9,299.47591714,0.083032491,3.6534566439,0.8363087755
KS,Kingman,59.75243810952739,2.46,7711,4.4,3.2,3.0,155.4001554,0.1274961598,3.6835570049,0.448460168
KS,Labette,58.89802751291943,-4.38,20662,5.4,3.6,3.2,507.91110017,0.1227375566,4.1777278457,0.6287314296
KS,Leavenworth,64.9302359163192,3.31,80214,4.3,3.0,2.8,455.51564371,0.1310911523,4.2145046729,0.8549332914
KS,Linn,54.9620548744892,-2.23,9562,6.4,3.2,3.0,248.44720497,0.1625441696,4.4952850877,0.1985294118
KS,Logan,61.41649048625793,1.34,2829,2.5,2.8,2.8,144.66546112,0.1245136187,3.9868368919,0.7565312046
KS,Lyon,56.714019079220236,10.39,32789,4.1,3.7,3.4,265.72010147,0.1671087533,4.7084921391,0.6144850104
KS,McPherson,65.71975272299088,2.23,29505,3.1,2.7,2.7,201.41579995,0.08065915,3.5884260414,0.6332762166
KS,Marion,61.75637393767707,5.5,12074,3.9,3.1,2.9,112.11061581,0.0945674044,3.7877398222,0.305450237
KS,Marshall,52.11043654235328,1.16,10030,3.0,3.1,3.0,118.27017021,0.1225433526,4.3833324509,0.4016012652
KS,Meade,61.526717557251914,26.09,4241,2.7,3.0,2.9,580.5674225,0.0736543909,3.417656554,0.4107103825
KS,Miami,65.21757993839212,4.5,32879,4.1,2.8,2.8,182.43736317,0.1279308926,4.1899424864,0.6524842163
KS,Mitchell,69.13232659329408,8.48,6120,3.3,2.8,2.8,313.54860003,0.0752293578,4.0052595156,0.7169308018
KS,Montgomery,58.082471357669654,-3.72,32767,6.1,3.5,3.3,504.44210209,0.1464968153,4.7918241371,0.7514307462
KS,Morris,57.45436105476673,0.0,5432,3.8,3.0,2.9,168.52039097,0.0838323353,3.8806426932,0.5836569306
KS,Nemaha,56.15232893339402,9.42,10163,2.7,2.8,2.8,140.58719676,0.0729295426,4.2185049186,0.2697976027
KS,Neosho,60.50213169114164,-3.35,16122,7.2,3.3,3.2,235.59260602,0.1077618689,4.4383423001,0.2283187984
KS,Osage,52.6978909887702,-0.06,15811,4.4,3.1,2.9,245.96299861,0.1022120519,4.0226326272,0.394783676
KS,Ottawa,61.76324913323427,6.44,5912,3.8,2.8,2.8,212.74854758,0.049689441,3.4206839273,0.461336398
KS,Pawnee,57.750511247443754,10.79,6638,3.3,3.2,2.9,294.71882873,0.0697211155,3.6622920599,0.5848271906
KS,Pottawatomie,66.4351559540346,3.1,24040,3.5,2.8,2.8,213.78858338,0.1137800253,3.8020802597,0.6694593594
KS,Pratt,65.75137294058912,7.67,9575,4.1,2.9,2.8,340.22956904,0.099378882,4.3064001111,0.6977009114
KS,Reno,61.17302739405292,2.63,63252,4.4,3.3,3.0,440.31868713,0.123699422,3.9043184949,0.6083303623
KS,Rice,61.785009861932934,-0.36,9783,4.0,3.2,3.1,125.17705966,0.0996119017,4.4594726563,0.3827233958
KS,Riley,80.02311020342353,1.25,74629,3.4,3.4,3.2,262.43682077,0.2454297939,4.7854656456,0.9117907614
KS,Rooks,57.29668461320487,12.07,5162,4.7,3.0,3.0,58.775126367,0.0966386555,4.1095635532,0.705462266
KS,Rush,60.31899468342194,0.0,3051,4.0,3.1,3.0,182.00202224,0.0858085809,3.880556962,0.2921076504
KS,Russell,64.45948804738735,-19.02,6915,4.2,3.3,3.1,376.62090008,0.1209800919,4.5796289379,0.3345767575
KS,Saline,63.80721842957,1.36,55176,3.7,3.2,3.1,364.65587843,0.1373924853,4.0351513461,0.7817681545
KS,Scott,56.24812706023374,2.94,5194,2.4,3.2,2.9,262.8386575,0.1138014528,2.8997109184,0.5486223663
KS,Sedgwick,63.23486865800304,3.82,516035,4.6,3.3,3.3,647.87490248,0.1415419725,4.4561975127,0.8507920901
KS,Seward,39.38008523827973,-0.32,23435,4.3,3.7,3.1,372.67795732,0.1644113667,3.4694453534,0.5847420704
KS,Shawnee,62.83930844729169,2.28,180057,4.0,3.1,3.1,454.82457705,0.1470327119,4.3983362441,0.8622129554
KS,Sherman,59.35089119446661,15.69,6027,3.3,3.3,3.1,230.07395234,0.1282051282,3.9346960291,0.721797005
KS,Stevens,47.003346516580464,2.49,5558,3.9,3.2,2.9,34.240712207,0.0780856423,4.3021627648,0.6703354298
KS,Sumner,58.395644759281126,-0.6,23016,4.2,3.1,2.9,248.31191462,0.1112311015,4.0553331234,0.3547986077
KS,Thomas,68.90304598845313,0.9,7972,2.7,2.7,2.7,259.76202447,0.1116427432,4.9002152221,0.6536708861
KS,Wabaunsee,59.16507734689553,6.37,6864,3.6,2.7,2.8,197.73407439,0.0795454545,3.1478651055,0.1471714164
KS,Wichita,55.02577319587629,0.0,2177,2.3,3.2,3.0,206.79468242,0.0879120879,3.2313246122,0.7260519248
KS,Wyandotte,48.87719856595931,5.62,167143,5.5,3.9,3.6,592.36867477,0.2081771424,4.698207049,0.8686962319
KY,Adair,45.79231502064147,8.55,18882,6.5,5.1,4.3,65.866771104,0.1395991707,5.0727570726,0.4463443396
KY,Allen,44.30201436822088,4.4,20288,4.2,4.9,4.2,73.039956176,0.1403508772,5.0380223117,0.3432050511
KY,Anderson,56.91446842525979,1.07,22812,4.0,4.3,3.8,81.930467313,0.1069295102,3.4669818755,0.8247980953
KY,Ballard,49.9729778418303,7.19,8017,8.8,4.7,4.0,100.68871078,0.100591716,4.7118590084,0.0
KY,Barren,41.16257708962078,4.69,43885,4.6,4.7,4.3,108.65029564,0.1302670623,5.2698575032,0.4563820454
KY,Bath,38.07088487155091,-11.47,12393,7.3,5.5,4.7,0.0,0.1990950226,5.0015626285,0.482443275
KY,Bell,33.244588494038666,-8.57,26212,9.1,5.8,5.0,163.23600917,0.1521139706,5.5716600831,0.5846781221
KY,Boone,64.59030430031207,3.23,130263,3.8,3.8,3.6,137.59126517,0.1260119676,3.6912095217,0.773076567
KY,Bourbon,51.44579177728349,1.69,20363,4.7,4.7,4.1,153.20334262,0.1380175659,5.1475419523,0.7575181386
KY,Boyd,55.567439440365376,0.46,49226,8.0,4.6,4.0,204.67463444,0.119581846,5.2678769231,0.6781316862
KY,Boyle,54.46152335117614,0.95,30191,4.9,4.6,4.2,225.36561976,0.1265141319,4.6793615234,0.6220455824
KY,Bracken,41.918140825528965,-3.9,8432,5.9,4.6,4.0,71.939401633,0.1083591331,4.9830004488,0.0283930254
KY,Breckinridge,41.75393602621643,-4.07,19930,6.2,4.6,4.1,54.487814543,0.1276164754,4.2480245312,0.4162719976
KY,Bullitt,48.670816931694034,4.77,79354,4.1,4.0,3.8,115.83820077,0.1104713926,3.7012721665,0.6929721875
KY,Butler,34.91935483870968,6.43,12458,5.4,5.3,4.5,57.400787956,0.1346534653,5.613653603,0.3061465721
KY,Caldwell,45.997745208568205,5.65,12605,5.4,4.8,4.1,181.75302068,0.1168958743,5.0256751617,0.6514171288
KY,Calloway,58.84024279994834,2.75,37459,4.5,4.6,4.1,121.12791464,0.152,5.8271971496,0.5867817483
KY,Campbell,66.3581977939802,4.71,92277,3.8,4.1,3.8,193.41862838,0.1170710941,4.6716618808,0.9288544988
KY,Carroll,38.503649635036496,-1.96,10699,4.9,5.2,4.5,79.418412854,0.2107728337,4.5641561635,0.6936453612
KY,Carter,39.5574979513794,-4.71,27340,10.4,5.0,4.3,60.032657766,0.1239193084,4.3219667407,0.6895021645
KY,Casey,33.98728428701181,0.48,15680,4.8,5.6,4.6,56.286351602,0.1534090909,4.8049898958,0.3282356628
KY,Christian,54.557637484466746,1.81,72726,6.1,5.0,4.3,254.34914117,0.1519157088,4.1012203877,0.619119735
KY,Clark,52.80568866903694,0.71,36197,4.7,4.5,4.0,295.05410882,0.1340666896,4.6194029851,0.7197371746
KY,Clay,30.51987767584098,14.82,21053,10.0,5.9,4.9,81.058346716,0.1728837877,6.1745718734,0.9895996318
KY,Clinton,39.686333084391336,-7.37,9651,7.4,5.5,4.6,0.0,0.1291560102,4.1286772797,0.5758372274
KY,Crittenden,41.77274870344178,3.9,9222,5.2,4.9,4.1,39.210094817,0.1342894394,5.4027787378,0.1846484165
KY,Cumberland,33.87726959319697,1.98,6311,5.6,5.3,4.6,58.173356603,0.1094049904,5.2944608879,0.2787339557
KY,Daviess,57.12646349612155,3.93,100885,4.4,4.3,4.0,173.60872847,0.1166844066,4.5486494942,0.7582664294
KY,Edmonson,35.07699275362319,5.61,12037,6.1,4.5,4.2,65.704821091,0.1462655602,5.0443128701,0.4039963819
KY,Estill,31.371383273880298,-2.1,14350,5.8,5.4,4.6,72.48346471,0.1715517241,5.4415780216,0.7654716467
KY,Fayette,73.49498367723464,4.91,316860,3.5,4.4,3.9,490.18841896,0.1730119305,5.4439480961,0.9732389462
KY,Fleming,40.96195545042382,2.39,14785,6.2,4.8,4.3,25.378368402,0.1581352834,5.4852773826,0.3642319487
KY,Floyd,38.1634505347066,3.48,37512,11.2,6.0,4.8,52.590740581,0.1445512821,5.636028206,0.4311424298
KY,Franklin,60.309149837945654,4.45,50624,4.0,4.3,3.9,274.20517554,0.1503579952,4.7509299211,0.8101856549
KY,Fulton,40.94609460946094,0.0,6524,6.8,5.3,4.5,248.9626556,0.1233108108,5.8689011455,0.4048143256
KY,Gallatin,35.39016844276384,-1.74,8659,4.8,4.7,4.1,68.584338565,0.1125827815,4.0167540725,0.0832460123
KY,Garrard,47.3202614379085,9.69,16918,4.8,4.8,4.1,57.009180444,0.1490384615,4.3281687987,0.1348746452
KY,Grant,42.98366834170855,5.47,24693,4.8,4.5,4.1,52.438384898,0.1423631124,4.287243359,0.59342308
KY,Graves,48.77802464148657,0.61,37036,6.1,4.4,4.0,146.09402648,0.1520408163,5.0036158608,0.4970501872
KY,Grayson,37.70051981443183,0.13,26068,6.6,5.1,4.4,67.231765032,0.1392659628,4.611387617,0.6440612134
KY,Green,39.975,5.04,11064,4.4,4.9,4.2,53.188345842,0.1205357143,5.186445566,0.4773494404
KY,Greenup,53.647113921086515,-1.66,36476,8.5,4.9,4.1,61.089051176,0.1428571429,4.7065522175,0.6577621241
KY,Hancock,42.84312121707835,3.63,8957,5.3,4.5,3.9,38.785246092,0.0660522273,4.1312355054,0.3246935201
KY,Hardin,61.421111065422096,1.22,106781,4.4,4.5,4.0,159.28998601,0.1148804934,4.217839296,0.7315217494
KY,Harlan,39.074359110450615,-1.17,27709,13.0,6.1,4.8,91.437301789,0.1460216998,5.0410292072,0.444907439
KY,Harrison,44.543635524088046,5.5,18465,4.7,4.7,4.0,160.64398821,0.160110421,5.8878418591,0.4204605752
KY,Hart,35.1082048886813,4.87,18688,4.7,5.2,4.5,51.090228994,0.1344356578,4.6999069368,0.5645914611
KY,Henderson,50.45821758150525,2.56,46204,4.7,4.7,4.1,157.88378318,0.1384945084,5.349348586,0.6614702703
KY,Henry,42.51284446520318,7.79,15598,4.0,4.6,4.1,58.863926224,0.146179402,4.8029705268,0.1599636741
KY,Hickman,49.691358024691354,-0.54,4724,5.9,4.8,4.2,41.701417848,0.1136363636,3.7852998066,0.5259077927
KY,Hopkins,47.76015669425665,2.14,46064,5.6,4.5,4.0,114.297144,0.1395850175,4.6330363729,0.5822890026
KY,Jackson,27.259840802529713,0.0,13115,7.8,5.8,4.9,17.967145791,0.1785714286,5.7543307087,0.7433674226
KY,Jefferson,64.92262698060121,4.67,776847,4.4,3.9,3.7,579.11192984,0.1579059935,5.0078594545,0.9525324654
KY,Jessamine,57.924678575492095,2.45,51628,3.9,4.4,4.0,179.98609198,0.1559020045,4.5247879359,0.8417651175
KY,Johnson,43.48531154493856,-2.87,23299,10.2,5.4,4.6,69.673529746,0.1382636656,5.0052026086,0.559256722
KY,Kenton,64.11590867484374,5.19,165917,4.1,4.2,3.8,271.73235609,0.1462415676,4.4263606557,0.8422489356
KY,Knott,40.8892417626042,-4.05,15271,11.4,5.4,4.6,15.488096292,0.0913748933,5.5859773685,0.3041722746
KY,Knox,37.05665930831494,2.1,30935,7.9,6.0,4.9,91.709655568,0.1839774557,4.8728975361,0.4594611548
KY,Larue,47.03643801731519,2.56,14281,4.5,4.9,4.2,51.359869266,0.1318785579,4.4169245418,0.5789473684
KY,Laurel,42.94684749877448,2.8,60941,6.1,5.3,4.4,86.70682957,0.119608715,4.6307857191,0.7009974681
KY,Lawrence,33.83909668313338,3.7,16374,10.8,5.1,4.4,50.098108796,0.1067961165,5.6503793627,0.427112232
KY,Letcher,41.38507002441218,-5.69,22910,12.3,5.3,4.4,47.980698051,0.1345844504,6.3213059858,0.5778375953
KY,Lincoln,38.39737861185583,5.99,24233,6.0,5.1,4.4,53.831224944,0.1551459293,5.3908196217,0.2977932261
KY,Livingston,44.69961977186312,7.07,9079,7.1,4.5,4.0,69.786105586,0.1012658228,4.6263361383,0.5160205904
KY,Logan,43.78210616438356,0.93,26751,4.3,4.7,4.2,131.79445184,0.1706422018,4.941761658,0.4224333892
KY,Lyon,44.38284213597899,7.08,8574,5.8,4.2,3.7,31.97058706,0.1402439024,4.6190327288,0.2400769786
KY,McCracken,60.22112294943345,2.61,66684,5.7,4.3,4.1,215.57177123,0.1252976736,5.3067072101,0.7266529398
KY,McCreary,36.457539581745834,1.75,17453,8.0,6.5,5.1,67.18721627,0.2140015911,5.5880053607,1.0
KY,McLean,51.10764430577223,9.65,9359,4.8,4.7,4.2,35.823034211,0.072972973,3.9516251327,0.2397439933
KY,Madison,62.53653040385903,3.6,88889,4.1,4.9,4.3,197.36369943,0.1640025575,5.3596713021,0.7228279222
KY,Marion,41.09249380118716,2.12,19300,4.2,4.8,4.1,106.39016482,0.1265993266,4.7453526697,0.4682139253
KY,Marshall,56.19031081785033,1.44,31590,5.7,4.3,3.9,115.34391534,0.1067644662,4.048073757,0.5946642076
KY,Mason,55.16513219021877,8.07,17237,6.3,4.6,4.1,159.09392223,0.1136701337,4.8163765915,0.6036020583
KY,Meade,49.64638635923271,3.04,28779,5.1,4.6,4.0,56.296602672,0.1140906875,4.3980289911,0.6004125586
KY,Mercer,53.28775001597546,3.42,21844,4.8,4.7,4.1,122.46097577,0.1431938715,5.0560866409,0.5354179363
KY,Metcalfe,38.48744212150975,8.23,10141,4.5,5.3,4.5,26.345254561,0.1077313054,4.1158938102,0.0978314685
KY,Monroe,39.443304258594154,4.37,10990,4.2,5.4,4.6,37.090268441,0.161036036,5.0300007854,0.5251299827
KY,Montgomery,43.93217855460777,0.51,27641,6.4,4.8,4.4,217.52175218,0.1604754829,5.3374991556,0.5872674441
KY,Morgan,37.10833906296042,7.46,13642,7.9,5.6,4.4,0.0,0.1189710611,5.3304314913,0.3104934281
KY,Muhlenberg,40.58345810081213,2.46,31417,7.2,4.9,4.3,54.987469202,0.1286012526,4.5826622743,0.3108987587
KY,Nelson,55.68749410988597,2.66,45709,4.5,4.7,4.1,118.08943721,0.1413897281,4.3180618032,0.7768722518
KY,Nicholas,34.833848531684694,4.07,7271,5.7,4.6,4.1,91.164095372,0.1025641026,4.6743550835,0.0573230554
KY,Ohio,41.96483087068018,-0.37,24100,6.6,5.3,4.4,105.53650035,0.126146789,4.6525547445,0.0301149232
KY,Oldham,74.13954316754976,3.98,65884,3.4,3.7,3.4,75.339301819,0.1110825405,3.8798006147,0.8860832946
KY,Owen,41.4565105506948,-6.87,10839,4.2,4.4,4.0,24.508302187,0.1441048035,4.3077137133,0.2624296652
KY,Pendleton,40.427860696517406,6.54,14640,4.7,4.4,3.9,63.149031715,0.1178082192,4.4163280192,0.4287154668
