"State","County","accident_count","mean_severity","mean_distance","mean_temperature","mean_wind_chill","mean_humidity","mean_pressure","mean_visibility","mean_wind_speed","mean_precipitation","r_side_frac","amenity_frac","bump_frac","crossing_frac","give_way_frac","junction_frac","no_exit_frac","railway_frac","roundabout_frac","station_frac","stop_frac","traffic_calming_frac","traffic_signal_frac","turning_loop_frac","day_frac"
"AL","Shelby",746,2.10321715817694,1.6359745308311,66.5385869565217,66.0355322338831,68.6861413043478,29.4797181208054,9.06559139784946,5.68091286307054,0.0179912023460411,0.896782841823056,0.00268096514745308,0,0,0,0.0509383378016086,0,0,0,0.00938337801608579,0,0,0.101876675603217,0,0.706434316353887
"AL","St. Clair",248,2.13709677419355,2.27283467741935,64.280487804878,64.0704845814978,67.0204081632653,29.47004048583,9.36133603238866,5.71161825726141,0.00952586206896552,0.895161290322581,0,0,0,0,0.108870967741935,0,0,0,0,0.00806451612903226,0,0.0282258064516129,0,0.633064516129032
"AL","Sumter",81,2.14814814814815,3.56845679012346,63.1743243243243,62.5941176470588,78.8648648648649,29.7671052631579,8.9703947368421,5.22083333333333,0.0240579710144928,0.950617283950617,0,0,0,0,0.0987654320987654,0,0,0,0,0,0,0.0123456790123457,0,0.592592592592593
"AL","Talladega",149,2.26845637583893,2.35075838926174,60.2857142857143,59.0511278195489,68.0136054421769,29.523537414966,9.41609589041096,4.46223776223776,0.0138518518518519,0.966442953020134,0,0,0.00671140939597315,0,0.181208053691275,0,0.00671140939597315,0,0,0,0,0.0134228187919463,0,0.684563758389262
"AL","Tallapoosa",30,2.33333333333333,0.2103,57.6259259259259,54.6818181818182,69.7777777777778,29.4614285714286,9.82142857142857,7.6,0.0308695652173913,0.533333333333333,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0.766666666666667
"AL","Tuscaloosa",2441,2.09463334698894,0.68809422367882,63.5800328677075,63.0659194876487,74.1734484175914,29.8929450369155,8.86380443714051,5.31103622577928,0.0123334843679203,0.734535026628431,0.00204834084391643,0,0.0155673904137649,0.0139287177386317,0.0548955346169603,0,0,0,0.000409668168783286,0.0126997132322819,0,0.11716509627202,0,0.568209750102417
"AL","Walker",239,2.13389121338912,1.57598326359833,64.0303797468354,63.4,80.8771186440678,29.56194092827,7.50317796610169,2.36478260869565,0,0.807531380753138,0,0,0.00418410041841004,0,0.0878661087866109,0,0.00418410041841004,0,0,0.00418410041841004,0,0,0,0.560669456066946
"AL","Washington",10,2,0.8476,56.9,56.9,82,29.857,8.25,8.8,0.012,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
"AL","Wilcox",13,2.76923076923077,1.24061538461538,70.6363636363636,70.6363636363636,61.2727272727273,29.6446153846154,8.92307692307692,5.27272727272727,0,0.153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692307692307692
"AL","Winston",11,2.54545454545455,0.242545454545455,75.2,74.76,76.6,29.314,9.5,4.31,0.005,0.636363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909090909
"AR","Arkansas",18,3.16666666666667,0.377055555555556,58.05,53.5294117647059,70.1111111111111,29.8905555555556,8.16666666666667,11.7722222222222,0.00117647058823529,0.611111111111111,0,0,0.111111111111111,0,0,0,0.111111111111111,0,0,0,0,0,0,0.5
"AR","Ashley",38,3,0.501763157894737,65.1176470588235,66.8571428571429,73.9117647058823,29.7482352941176,9.26470588235294,5.67352941176471,0.005,0.578947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578947368421053
"AR","Baxter",10,3.2,0.1044,56.6,55.6,76.7,29.118,8.8,3.3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.4
"AR","Benton",432,2.25925925925926,0.826347222222222,61.1927058823529,60.0320895522388,72.4917647058823,28.6935529411765,8.94488372093023,7.72718676122931,0.0208223684210526,0.884259259259259,0.00231481481481481,0,0.0486111111111111,0,0.178240740740741,0,0.00694444444444444,0,0,0.00925925925925926,0,0.0324074074074074,0,0.638888888888889
"AR","Boone",17,2.70588235294118,0.400411764705882,55.0588235294118,52.9647058823529,80.1764705882353,28.7129411764706,7.91176470588235,6.92941176470588,0.0725,0.588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411764705882353
"AR","Bradley",24,3.29166666666667,0.609666666666667,61.55,63.3157894736842,70.9583333333333,29.8116666666667,9.41666666666667,6.42105263157895,0.0135,0.583333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333333333
"AR","Calhoun",23,2.82608695652174,0.348782608695652,69,72.3,82.2272727272727,29.8968181818182,7.28409090909091,3.2,0,0.826086956521739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521739130434783
"AR","Carroll",37,2.67567567567568,0.472,55.4594594594595,53.7771428571429,66.3783783783784,28.7694594594595,9.67567567567568,6.02702702702703,0,0.459459459459459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756756756756757
"AR","Chicot",50,2.52,0.79306,69.324,69.5217391304348,71.12,29.8798,9.14,8.452,0.008125,0.66,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.5
"AR","Clark",154,2.27272727272727,3.98244805194805,67.248322147651,67.2635135135135,59.7651006711409,29.4997986577181,9.43150684931507,5.21621621621622,0.00402684563758389,0.987012987012987,0,0,0,0,0.12987012987013,0,0,0,0,0,0,0,0,0.62987012987013
"AR","Clay",35,2.71428571428571,0.590571428571429,68.8470588235294,70.1724137931034,77.3529411764706,29.6817647058824,7.63392857142857,7.45,0,0.742857142857143,0,0,0.0571428571428571,0,0,0,0.0571428571428571,0,0,0,0,0,0,0.542857142857143
"AR","Cleburne",24,3.125,0.365708333333333,62.5833333333333,62.25,67,29.5625,8.04166666666667,3.95833333333333,0,0.541666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625
"AR","Cleveland",60,3.25,0.697766666666667,67.655,65.6603773584906,73.7833333333333,29.8218333333333,8.95833333333333,6.98983050847458,0.0145614035087719,0.716666666666667,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.666666666666667
"AR","Columbia",31,2.7741935483871,0.648548387096774,57.1967741935484,57.5769230769231,68.3548387096774,29.8712903225806,9.80645161290323,4.9,0.00222222222222222,0.645161290322581,0,0,0.0645161290322581,0,0,0,0.032258064516129,0,0,0,0,0,0,0.612903225806452
"AR","Conway",181,2.33701657458564,2.42044198895028,67.1474285714286,67.0248484848485,63.8457142857143,29.6588068181818,9.65142857142857,5.525,0.00859756097560976,0.917127071823204,0,0,0.00552486187845304,0,0.0718232044198895,0,0.00552486187845304,0,0,0,0,0,0,0.696132596685083
"AR","Craighead",188,2.32446808510638,0.931090425531915,62.8814207650273,61.6469613259668,69.2417582417582,29.8074316939891,9.41256830601093,7.53169398907104,0.0038121546961326,0.76063829787234,0,0,0,0,0.106382978723404,0,0,0,0,0.0159574468085106,0,0.0372340425531915,0,0.606382978723404
"AR","Crawford",212,2.24056603773585,2.97892452830189,63.9641509433962,63.4665,68.1745283018868,29.422358490566,9.19056603773585,7.26794258373206,0.0106565656565657,0.957547169811321,0,0,0,0,0.089622641509434,0,0,0,0,0,0,0.00471698113207547,0,0.712264150943396
"AR","Crittenden",561,2.27272727272727,1.9414688057041,61.8447272727273,60.5536290322581,72.9657794676806,29.8435443037975,9.00558608058608,7.5455223880597,0.0143675889328063,0.976827094474153,0,0,0,0.0017825311942959,0.212121212121212,0,0,0,0,0,0,0.0035650623885918,0,0.620320855614973
"AR","Cross",6,2.83333333333333,0.107166666666667,65,62,60,29.7966666666667,10,5.66666666666667,0,0.833333333333333,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0
"AR","Dallas",31,3.03225806451613,0.458064516129032,61.9612903225806,61.8620689655172,63.4193548387097,29.7345161290323,9.23275862068965,6.72903225806452,0.00344827586206897,0.870967741935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548387096774194
"AR","Desha",20,2.85,0.3626,65.125,70.3333333333333,76.75,29.8705,9.85,4.44444444444444,0.01,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"AR","Drew",34,2.85294117647059,0.332117647058824,58.4558823529412,58.5714285714286,68.7352941176471,29.8323529411765,9.11764705882353,5.19393939393939,0.0241379310344828,0.558823529411765,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0.411764705882353
"AR","Faulkner",245,2.26122448979592,1.2908612244898,64.5378600823045,64.1255230125523,72.1810699588477,29.6935537190083,9.34641975308642,5.30454545454545,0.000378151260504202,0.820408163265306,0,0,0,0,0.0612244897959184,0,0,0,0,0,0,0,0,0.559183673469388
"AR","Franklin",70,2.55714285714286,3.22038571428571,66.8442857142857,65.5,60.7857142857143,29.5868571428571,9.61428571428571,8.70289855072464,0.00640625,0.914285714285714,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0.6
"AR","Fulton",8,2.375,0.396625,80.2625,81.1571428571429,58.875,29.09625,10,8.175,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875
"AR","Garland",134,2.35820895522388,0.480380597014925,63.4893939393939,62.8606557377049,64.6287878787879,29.5106015037594,9.53383458646617,5.08015267175572,0.00104838709677419,0.753731343283582,0.0223880597014925,0,0.00746268656716418,0,0.0746268656716418,0,0.00746268656716418,0,0,0,0,0.0149253731343284,0,0.708955223880597
"AR","Grant",54,2.74074074074074,0.624351851851852,60.1462962962963,58.9607843137255,67.7962962962963,29.8155555555556,8.84722222222222,6.26666666666667,0,0.574074074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333
"AR","Greene",58,2.53448275862069,0.396327586206897,67.6627450980392,66.98,69.0392156862745,29.7253846153846,8.70192307692308,8.6078431372549,0.00274509803921569,0.46551724137931,0,0,0.0344827586206897,0,0,0.0517241379310345,0.0344827586206897,0,0,0,0,0.0172413793103448,0,0.620689655172414
"AR","Hempstead",79,2.15189873417722,3.41945569620253,71.1645569620253,71.0886075949367,65.0126582278481,29.613164556962,9.18987341772152,6.46835443037975,0.00569620253164557,0.886075949367089,0.0126582278481013,0,0.0253164556962025,0,0.0253164556962025,0,0.0253164556962025,0,0,0,0,0,0,0.79746835443038
"AR","Hot Spring",211,2.17061611374408,2.58015165876777,63.1576190476191,62.8121951219512,69.7333333333333,29.4463981042654,9.09004739336493,5.543961352657,0.011952380952381,0.928909952606635,0,0,0,0,0.0710900473933649,0,0,0,0,0,0,0,0,0.554502369668246
"AR","Howard",15,3.13333333333333,0.344466666666667,64.08,62.1666666666667,52.8,29.7133333333333,9.93333333333333,6.36428571428571,0,0.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667
"AR","Independence",57,2.7719298245614,0.301210526315789,55.9175438596491,54.108,73.2105263157895,29.7302272727273,9.01754385964912,5.56,0.00277777777777778,0.771929824561403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456140350877193
"AR","Izard",4,3.5,0.13575,67.5,71,96,29.49,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR","Jackson",21,2.71428571428571,2.98580952380952,49.2761904761905,45.28,80.0952380952381,29.8580952380952,9.42857142857143,7.59523809523809,0,0.904761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286
"AR","Jefferson",212,2.42452830188679,0.99563679245283,58.6929245283019,56.4328205128205,69.7971698113208,29.8255660377359,9.19127358490566,8.41980676328502,0.0137696335078534,0.877358490566038,0,0,0.00471698113207547,0.00943396226415094,0.117924528301887,0,0.00471698113207547,0,0,0,0,0.0141509433962264,0,0.547169811320755
"AR","Johnson",87,2.14942528735632,3.66689655172414,65.8540229885057,64.7734939759036,64.9885057471264,29.624367816092,9.62068965517241,5.58953488372093,0.00231707317073171,0.942528735632184,0,0,0,0,0.218390804597701,0,0,0,0,0,0,0,0,0.804597701149425
"AR","Lafayette",6,2.83333333333333,0.127666666666667,59.8333333333333,57.5,58.8333333333333,29.6433333333333,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667
"AR","Lawrence",76,2.68421052631579,0.70203947368421,55.9960526315789,53.5441176470588,68.0789473684211,29.8407894736842,9.35526315789474,9.13513513513514,0.00625,0.710526315789474,0,0,0.0263157894736842,0.0263157894736842,0,0,0.0263157894736842,0,0,0,0,0,0,0.473684210526316
"AR","Lee",1,2,0.282,73,73,83,29.6,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AR","Lincoln",21,2.80952380952381,1.20728571428571,59.6142857142857,55.9,77.7142857142857,29.9042857142857,9.23809523809524,5.43809523809524,0.00235294117647059,0.761904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571
"AR","Little River",6,3,1.10166666666667,63.8333333333333,59.8,54.5,29.7366666666667,10,7.58333333333333,0,1,0,0,0.166666666666667,0,0,0,0.166666666666667,0,0,0,0,0,0,0.166666666666667
